sent_pair_1,sent_pair_2,tag
"We_PRP must_MD do_VB what_WP no_DT generation_NN has_VBZ had_VBN to_TO do_VB before_RB ._.
","We_PRP must_MD invest_VB more_RBR in_IN our_PRP$ own_JJ people_NNS ,_, in_IN their_PRP$ jobs_NNS ,_, and_CC in_IN their_PRP$ future_NN ,_, and_CC at_IN the_DT same_JJ time_NN cut_VBD our_PRP$ massive_JJ debt_NN ._.
",T
"We_PRP must_MD invest_VB more_RBR in_IN our_PRP$ own_JJ people_NNS ,_, in_IN their_PRP$ jobs_NNS ,_, and_CC in_IN their_PRP$ future_NN ,_, and_CC at_IN the_DT same_JJ time_NN cut_VBD our_PRP$ massive_JJ debt_NN ._.
","And_CC we_PRP must_MD do_VB so_RB in_IN a_DT world_NN in_IN which_WDT we_PRP must_MD compete_VB for_IN every_DT opportunity_NN ._.
",T
"And_CC we_PRP must_MD do_VB so_RB in_IN a_DT world_NN in_IN which_WDT we_PRP must_MD compete_VB for_IN every_DT opportunity_NN ._.
","It_PRP will_MD not_RB be_VB easy_JJ ._.
",F
"It_PRP will_MD not_RB be_VB easy_JJ ._.
","It_PRP will_MD require_VB sacrifice_NN ,_, but_CC it_PRP can_MD be_VB done_VBN and_CC done_VBN fairly_RB ,_, not_RB choosing_VBG sacrifice_NN for_IN its_PRP$ own_JJ sake_NN but_CC for_IN our_PRP$ own_JJ sake_NN ._.
",T
"It_PRP will_MD require_VB sacrifice_NN ,_, but_CC it_PRP can_MD be_VB done_VBN and_CC done_VBN fairly_RB ,_, not_RB choosing_VBG sacrifice_NN for_IN its_PRP$ own_JJ sake_NN but_CC for_IN our_PRP$ own_JJ sake_NN ._.
","We_PRP must_MD provide_VB for_IN our_PRP$ Nation_NNP the_DT way_NN a_DT family_NN provides_VBZ for_IN its_PRP$ children_NNS ._.
",F
"We_PRP must_MD provide_VB for_IN our_PRP$ Nation_NNP the_DT way_NN a_DT family_NN provides_VBZ for_IN its_PRP$ children_NNS ._.
","Our_PRP$ Founders_NNS saw_VBD themselves_PRP in_IN the_DT light_NN of_IN posterity_NN ._.
",F
"Our_PRP$ Founders_NNS saw_VBD themselves_PRP in_IN the_DT light_NN of_IN posterity_NN ._.
","We_PRP can_MD do_VB no_DT less_JJR ._.
",F
"We_PRP can_MD do_VB no_DT less_JJR ._.
","Anyone_NN who_WP has_VBZ ever_RB watched_VBN a_DT child_NN 's_POS eyes_NNS wander_VBP into_IN sleep_NN knows_VBZ what_WP posterity_NN is_VBZ ._.
",F
"Anyone_NN who_WP has_VBZ ever_RB watched_VBN a_DT child_NN 's_POS eyes_NNS wander_VBP into_IN sleep_NN knows_VBZ what_WP posterity_NN is_VBZ ._.
","Posterity_NN is_VBZ the_DT world_NN to_TO come_VB :_:
",T
"Posterity_NN is_VBZ the_DT world_NN to_TO come_VB :_:
"," the_DT world_NN for_IN whom_WP we_PRP hold_VBP our_PRP$ ideals_NNS ,_, from_IN whom_WP we_PRP have_VBP borrowed_VBN our_PRP$ planet_NN ,_, and_CC to_TO whom_WP we_PRP bear_VBP sacred_JJ responsibility_NN ._.
",T
" the_DT world_NN for_IN whom_WP we_PRP hold_VBP our_PRP$ ideals_NNS ,_, from_IN whom_WP we_PRP have_VBP borrowed_VBN our_PRP$ planet_NN ,_, and_CC to_TO whom_WP we_PRP bear_VBP sacred_JJ responsibility_NN ._.
","We_PRP must_MD do_VB what_WP America_NNP does_VBZ best_JJS :_:
",F
"We_PRP must_MD do_VB what_WP America_NNP does_VBZ best_JJS :_:
"," offer_VB more_JJR opportunity_NN to_TO all_DT and_CC demand_VB more_JJR responsibility_NN from_IN all_DT ._.
",F
" offer_VB more_JJR opportunity_NN to_TO all_DT and_CC demand_VB more_JJR responsibility_NN from_IN all_DT ._.
","It_PRP is_VBZ time_NN to_TO break_VB the_DT bad_JJ habit_NN of_IN expecting_VBG something_NN for_IN nothing_NN from_IN our_PRP$ Government_NN or_CC from_IN each_DT other_JJ ._.
",F
"It_PRP is_VBZ time_NN to_TO break_VB the_DT bad_JJ habit_NN of_IN expecting_VBG something_NN for_IN nothing_NN from_IN our_PRP$ Government_NN or_CC from_IN each_DT other_JJ ._.
","Let_VB us_PRP all_DT take_VBP more_JJR responsibility_NN not_RB only_RB for_IN ourselves_PRP and_CC our_PRP$ families_NNS but_CC for_IN our_PRP$ communities_NNS and_CC our_PRP$ country_NN ._.
",F
"Let_VB us_PRP all_DT take_VBP more_JJR responsibility_NN not_RB only_RB for_IN ourselves_PRP and_CC our_PRP$ families_NNS but_CC for_IN our_PRP$ communities_NNS and_CC our_PRP$ country_NN ._.
","To_TO renew_VB America_NNP ,_, we_PRP must_MD revitalize_VB our_PRP$ democracy_NN ._.
",F
"To_TO renew_VB America_NNP ,_, we_PRP must_MD revitalize_VB our_PRP$ democracy_NN ._.
","This_DT beautiful_JJ Capital_NN ,_, like_IN every_DT capital_NN since_IN the_DT dawn_NN of_IN civilization_NN ,_, is_VBZ often_RB a_DT place_NN of_IN intrigue_NN and_CC calculation_NN ._.
",F
"This_DT beautiful_JJ Capital_NN ,_, like_IN every_DT capital_NN since_IN the_DT dawn_NN of_IN civilization_NN ,_, is_VBZ often_RB a_DT place_NN of_IN intrigue_NN and_CC calculation_NN ._.
","Powerful_JJ people_NNS maneuver_NN for_IN position_NN and_CC worry_VB endlessly_RB about_IN who_WP is_VBZ in_IN and_CC who_WP is_VBZ out_RB ,_, who_WP is_VBZ up_RB and_CC who_WP is_VBZ down_RB ,_, forgetting_VBG those_DT people_NNS whose_WP$ toil_VBP and_CC sweat_VBP sends_VBZ us_PRP here_RB and_CC pays_VBZ our_PRP$ way_NN ._.
",F
"Powerful_JJ people_NNS maneuver_NN for_IN position_NN and_CC worry_VB endlessly_RB about_IN who_WP is_VBZ in_IN and_CC who_WP is_VBZ out_RB ,_, who_WP is_VBZ up_RB and_CC who_WP is_VBZ down_RB ,_, forgetting_VBG those_DT people_NNS whose_WP$ toil_VBP and_CC sweat_VBP sends_VBZ us_PRP here_RB and_CC pays_VBZ our_PRP$ way_NN ._.
","Americans_NNPS deserve_VBP better_JJR ._.
",F
"Americans_NNPS deserve_VBP better_JJR ._.
","And_CC in_IN this_DT city_NN today_NN there_EX are_VBP people_NNS who_WP want_VBP to_TO do_VB better_JJR ._.
",T
"And_CC in_IN this_DT city_NN today_NN there_EX are_VBP people_NNS who_WP want_VBP to_TO do_VB better_JJR ._.
","And_CC so_IN I_PRP say_VBP to_TO all_DT of_IN you_PRP here_RB :_:
",F
"And_CC so_IN I_PRP say_VBP to_TO all_DT of_IN you_PRP here_RB :_:
"," Let_VB us_PRP resolve_VB to_TO reform_VB our_PRP$ politics_NNS so_IN that_IN power_NN and_CC privilege_NN no_RB longer_RB shout_VB down_RP the_DT voice_NN of_IN the_DT people_NNS ._.
",F
" Let_VB us_PRP resolve_VB to_TO reform_VB our_PRP$ politics_NNS so_IN that_IN power_NN and_CC privilege_NN no_RB longer_RB shout_VB down_RP the_DT voice_NN of_IN the_DT people_NNS ._.
","Let_VB us_PRP put_VB aside_RB personal_JJ advantage_NN so_IN that_IN we_PRP can_MD feel_VB the_DT pain_NN and_CC see_VB the_DT promise_NN of_IN America_NNP ._.
",T
"Let_VB us_PRP put_VB aside_RB personal_JJ advantage_NN so_IN that_IN we_PRP can_MD feel_VB the_DT pain_NN and_CC see_VB the_DT promise_NN of_IN America_NNP ._.
","Let_VB us_PRP resolve_VB to_TO make_VB our_PRP$ Government_NN a_DT place_NN for_IN what_WP Franklin_NNP Roosevelt_NNP called_VBD bold_JJ ,_, persistent_JJ experimentation_NN ,_, a_DT Government_NN for_IN our_PRP$ tomorrows_NNS ,_, not_RB our_PRP$ yesterdays_NNS ._.
",T
"Let_VB us_PRP resolve_VB to_TO make_VB our_PRP$ Government_NN a_DT place_NN for_IN what_WP Franklin_NNP Roosevelt_NNP called_VBD bold_JJ ,_, persistent_JJ experimentation_NN ,_, a_DT Government_NN for_IN our_PRP$ tomorrows_NNS ,_, not_RB our_PRP$ yesterdays_NNS ._.
","Let_VB us_PRP give_VB this_DT Capital_NN back_RB to_TO the_DT people_NNS to_TO whom_WP it_PRP belongs_VBZ ._.
",T
"Let_VB us_PRP give_VB this_DT Capital_NN back_RB to_TO the_DT people_NNS to_TO whom_WP it_PRP belongs_VBZ ._.
","To_TO renew_VB America_NNP ,_, we_PRP must_MD meet_VB challenges_NNS abroad_RB as_RB well_RB as_IN at_IN home_NN ._.
",F
"To_TO renew_VB America_NNP ,_, we_PRP must_MD meet_VB challenges_NNS abroad_RB as_RB well_RB as_IN at_IN home_NN ._.
","There_EX is_VBZ no_DT longer_JJR a_DT clear_JJ division_NN between_IN what_WP is_VBZ foreign_JJ and_CC what_WP is_VBZ domestic_JJ ._.
",F
"There_EX is_VBZ no_DT longer_JJR a_DT clear_JJ division_NN between_IN what_WP is_VBZ foreign_JJ and_CC what_WP is_VBZ domestic_JJ ._.
","The_DT world_NN economy_NN ,_, the_DT world_NN environment_NN ,_, the_DT world_NN AIDS_NN crisis_NN ,_, the_DT world_NN arms_NNS race_NN :_:
",F
"The_DT world_NN economy_NN ,_, the_DT world_NN environment_NN ,_, the_DT world_NN AIDS_NN crisis_NN ,_, the_DT world_NN arms_NNS race_NN :_:
"," they_PRP affect_VBP us_PRP all_DT ._.
",F
" they_PRP affect_VBP us_PRP all_DT ._.
","Today_NN ,_, as_IN an_DT older_JJR order_NN passes_VBZ ,_, the_DT new_JJ world_NN is_VBZ more_RBR free_JJ but_CC less_RBR stable_JJ ._.
",F
"Today_NN ,_, as_IN an_DT older_JJR order_NN passes_VBZ ,_, the_DT new_JJ world_NN is_VBZ more_RBR free_JJ but_CC less_RBR stable_JJ ._.
","Communism_NNP 's_POS collapse_NN has_VBZ called_VBN forth_RB old_JJ animosities_NNS and_CC new_JJ dangers_NNS ._.
",F
"Communism_NNP 's_POS collapse_NN has_VBZ called_VBN forth_RB old_JJ animosities_NNS and_CC new_JJ dangers_NNS ._.
","Clearly_RB ,_, America_NNP must_MD continue_VB to_TO lead_VB the_DT world_NN we_PRP did_VBD so_RB much_JJ to_TO make_VB ._.
",F
"Clearly_RB ,_, America_NNP must_MD continue_VB to_TO lead_VB the_DT world_NN we_PRP did_VBD so_RB much_JJ to_TO make_VB ._.
","While_IN America_NNP rebuilds_VBZ at_IN home_NN ,_, we_PRP will_MD not_RB shrink_VB from_IN the_DT challenges_NNS nor_CC fail_VBP to_TO seize_VB the_DT opportunities_NNS of_IN this_DT new_JJ world_NN ._.
",F
"While_IN America_NNP rebuilds_VBZ at_IN home_NN ,_, we_PRP will_MD not_RB shrink_VB from_IN the_DT challenges_NNS nor_CC fail_VBP to_TO seize_VB the_DT opportunities_NNS of_IN this_DT new_JJ world_NN ._.
","Together_RB with_IN our_PRP$ friends_NNS and_CC allies_NNS ,_, we_PRP will_MD work_VB to_TO shape_VB change_NN ,_, lest_IN it_PRP engulf_VBP us_PRP ._.
",T
"Together_RB with_IN our_PRP$ friends_NNS and_CC allies_NNS ,_, we_PRP will_MD work_VB to_TO shape_VB change_NN ,_, lest_IN it_PRP engulf_VBP us_PRP ._.
","When_WRB our_PRP$ vital_JJ interests_NNS are_VBP challenged_VBN or_CC the_DT will_NN and_CC conscience_NN of_IN the_DT international_JJ community_NN is_VBZ defied_VBN ,_, we_PRP will_MD act_VB ,_, with_IN peaceful_JJ diplomacy_NN whenever_WRB possible_JJ ,_, with_IN force_NN when_WRB necessary_JJ ._.
",F
"When_WRB our_PRP$ vital_JJ interests_NNS are_VBP challenged_VBN or_CC the_DT will_NN and_CC conscience_NN of_IN the_DT international_JJ community_NN is_VBZ defied_VBN ,_, we_PRP will_MD act_VB ,_, with_IN peaceful_JJ diplomacy_NN whenever_WRB possible_JJ ,_, with_IN force_NN when_WRB necessary_JJ ._.
","The_DT brave_VBP Americans_NNPS serving_VBG our_PRP$ Nation_NN today_NN in_IN the_DT Persian_NNP Gulf_NNP ,_, in_IN Somalia_NNP ,_, and_CC wherever_WRB else_RB they_PRP stand_VBP are_VBP testament_NN to_TO our_PRP$ resolve_NN ._.
",F
"The_DT brave_VBP Americans_NNPS serving_VBG our_PRP$ Nation_NN today_NN in_IN the_DT Persian_NNP Gulf_NNP ,_, in_IN Somalia_NNP ,_, and_CC wherever_WRB else_RB they_PRP stand_VBP are_VBP testament_NN to_TO our_PRP$ resolve_NN ._.
","But_CC our_PRP$ greatest_JJS strength_NN is_VBZ the_DT power_NN of_IN our_PRP$ ideas_NNS ,_, which_WDT are_VBP still_RB new_JJ in_IN many_JJ lands_NNS ._.
",F
"But_CC our_PRP$ greatest_JJS strength_NN is_VBZ the_DT power_NN of_IN our_PRP$ ideas_NNS ,_, which_WDT are_VBP still_RB new_JJ in_IN many_JJ lands_NNS ._.
","Across_IN the_DT world_NN we_PRP see_VBP them_PRP embraced_VBD ,_, and_CC we_PRP rejoice_VBP ._.
",F
"Across_IN the_DT world_NN we_PRP see_VBP them_PRP embraced_VBD ,_, and_CC we_PRP rejoice_VBP ._.
","Our_PRP$ hopes_NNS ,_, our_PRP$ hearts_NNS ,_, our_PRP$ hands_NNS are_VBP with_IN those_DT on_IN every_DT continent_NN who_WP are_VBP building_VBG democracy_NN and_CC freedom_NN ._.
",F
"Our_PRP$ hopes_NNS ,_, our_PRP$ hearts_NNS ,_, our_PRP$ hands_NNS are_VBP with_IN those_DT on_IN every_DT continent_NN who_WP are_VBP building_VBG democracy_NN and_CC freedom_NN ._.
","Their_PRP$ cause_NN is_VBZ America_NNP 's_POS cause_NN ._.
",F
"Their_PRP$ cause_NN is_VBZ America_NNP 's_POS cause_NN ._.
","The_DT American_JJ people_NNS have_VBP summoned_VBN the_DT change_NN we_PRP celebrate_VBP today_NN ._.
",F
"The_DT American_JJ people_NNS have_VBP summoned_VBN the_DT change_NN we_PRP celebrate_VBP today_NN ._.
","You_PRP have_VBP raised_VBN your_PRP$ voices_NNS in_IN an_DT unmistakable_JJ chorus_NN ._.
",F
"You_PRP have_VBP raised_VBN your_PRP$ voices_NNS in_IN an_DT unmistakable_JJ chorus_NN ._.
","You_PRP have_VBP cast_VBN your_PRP$ votes_NNS in_IN historic_JJ numbers_NNS ._.
",T
"You_PRP have_VBP cast_VBN your_PRP$ votes_NNS in_IN historic_JJ numbers_NNS ._.
","And_CC you_PRP have_VBP changed_VBN the_DT face_NN of_IN Congress_NNP ,_, the_DT Presidency_NNP ,_, and_CC the_DT political_JJ process_NN itself_PRP ._.
",T
"And_CC you_PRP have_VBP changed_VBN the_DT face_NN of_IN Congress_NNP ,_, the_DT Presidency_NNP ,_, and_CC the_DT political_JJ process_NN itself_PRP ._.
","Yes_UH ,_, you_PRP ,_, my_PRP$ fellow_JJ Americans_NNPS ,_, have_VBP forced_VBN the_DT spring_NN ._.
",T
"Yes_UH ,_, you_PRP ,_, my_PRP$ fellow_JJ Americans_NNPS ,_, have_VBP forced_VBN the_DT spring_NN ._.
","Now_RB we_PRP must_MD do_VB the_DT work_NN the_DT season_NN demands_NNS ._.
",F
"Now_RB we_PRP must_MD do_VB the_DT work_NN the_DT season_NN demands_NNS ._.
","To_TO that_DT work_NN I_PRP now_RB turn_VBP with_IN all_PDT the_DT authority_NN of_IN my_PRP$ office_NN ._.
",F
"To_TO that_DT work_NN I_PRP now_RB turn_VBP with_IN all_PDT the_DT authority_NN of_IN my_PRP$ office_NN ._.
","I_PRP ask_VBP the_DT Congress_NNP to_TO join_VB with_IN me_PRP ._.
",F
"I_PRP ask_VBP the_DT Congress_NNP to_TO join_VB with_IN me_PRP ._.
","But_CC no_DT President_NNP ,_, no_DT Congress_NNP ,_, no_DT Government_NN can_MD undertake_VB this_DT mission_NN alone_RB ._.
",F
"But_CC no_DT President_NNP ,_, no_DT Congress_NNP ,_, no_DT Government_NN can_MD undertake_VB this_DT mission_NN alone_RB ._.
","My_PRP$ fellow_JJ Americans_NNPS ,_, you_PRP ,_, too_RB ,_, must_MD play_VB your_PRP$ part_NN in_IN our_PRP$ renewal_NN ._.
",F
"My_PRP$ fellow_JJ Americans_NNPS ,_, you_PRP ,_, too_RB ,_, must_MD play_VB your_PRP$ part_NN in_IN our_PRP$ renewal_NN ._.
","I_PRP challenge_VBP a_DT new_JJ generation_NN of_IN young_JJ Americans_NNPS to_TO a_DT season_NN of_IN service_NN :_:
",F
"I_PRP challenge_VBP a_DT new_JJ generation_NN of_IN young_JJ Americans_NNPS to_TO a_DT season_NN of_IN service_NN :_:
"," to_TO act_VB on_IN your_PRP$ idealism_NN by_IN helping_VBG troubled_JJ children_NNS ,_, keeping_VBG company_NN with_IN those_DT in_IN need_NN ,_, reconnecting_VBG our_PRP$ torn_VBN communities_NNS ._.
",F
" to_TO act_VB on_IN your_PRP$ idealism_NN by_IN helping_VBG troubled_JJ children_NNS ,_, keeping_VBG company_NN with_IN those_DT in_IN need_NN ,_, reconnecting_VBG our_PRP$ torn_VBN communities_NNS ._.
","There_EX is_VBZ so_RB much_JJ to_TO be_VB done_VBN ;_:
",F
"There_EX is_VBZ so_RB much_JJ to_TO be_VB done_VBN ;_:
"," enough_RB ,_, indeed_RB ,_, for_IN millions_NNS of_IN others_NNS who_WP are_VBP still_RB young_JJ in_IN spirit_NN to_TO give_VB of_IN themselves_PRP in_IN service_NN ,_, too_RB ._.
",F
" enough_RB ,_, indeed_RB ,_, for_IN millions_NNS of_IN others_NNS who_WP are_VBP still_RB young_JJ in_IN spirit_NN to_TO give_VB of_IN themselves_PRP in_IN service_NN ,_, too_RB ._.
","In_IN serving_VBG ,_, we_PRP recognize_VBP a_DT simple_JJ but_CC powerful_JJ truth_NN :_:
",F
"In_IN serving_VBG ,_, we_PRP recognize_VBP a_DT simple_JJ but_CC powerful_JJ truth_NN :_:
"," We_PRP need_VBP each_DT other_JJ ,_, and_CC we_PRP must_MD care_VB for_IN one_CD another_DT ._.
",F
" We_PRP need_VBP each_DT other_JJ ,_, and_CC we_PRP must_MD care_VB for_IN one_CD another_DT ._.
","Today_NN we_PRP do_VBP more_JJR than_IN celebrate_VB America_NNP ._.
",F
"Today_NN we_PRP do_VBP more_JJR than_IN celebrate_VB America_NNP ._.
","We_PRP rededicate_VB ourselves_PRP to_TO the_DT very_RB idea_NN of_IN America_NNP ,_, an_DT idea_NN born_VBN in_IN revolution_NN and_CC renewed_VBN through_IN two_CD centuries_NNS of_IN challenge_NN ;_:
",F
"We_PRP rededicate_VB ourselves_PRP to_TO the_DT very_RB idea_NN of_IN America_NNP ,_, an_DT idea_NN born_VBN in_IN revolution_NN and_CC renewed_VBN through_IN two_CD centuries_NNS of_IN challenge_NN ;_:
"," an_DT idea_NN tempered_VBN by_IN the_DT knowledge_NN that_IN ,_, but_CC for_IN fate_NN ,_, we_PRP ,_, the_DT fortunate_JJ ,_, and_CC the_DT unfortunate_JJ might_MD have_VB been_VBN each_DT other_JJ ;_:
",T
" an_DT idea_NN tempered_VBN by_IN the_DT knowledge_NN that_IN ,_, but_CC for_IN fate_NN ,_, we_PRP ,_, the_DT fortunate_JJ ,_, and_CC the_DT unfortunate_JJ might_MD have_VB been_VBN each_DT other_JJ ;_:
"," an_DT idea_NN ennobled_VBN by_IN the_DT faith_NN that_WDT our_PRP$ Nation_NNP can_MD summon_VB from_IN its_PRP$ myriad_JJ diversity_NN the_DT deepest_JJS measure_NN of_IN unity_NN ;_:
",T
" an_DT idea_NN ennobled_VBN by_IN the_DT faith_NN that_WDT our_PRP$ Nation_NNP can_MD summon_VB from_IN its_PRP$ myriad_JJ diversity_NN the_DT deepest_JJS measure_NN of_IN unity_NN ;_:
"," an_DT idea_NN infused_VBN with_IN the_DT conviction_NN that_WDT America_NNP 's_POS long_JJ ,_, heroic_JJ journey_NN must_MD go_VB forever_RB upward_RB ._.
",T
" an_DT idea_NN infused_VBN with_IN the_DT conviction_NN that_WDT America_NNP 's_POS long_JJ ,_, heroic_JJ journey_NN must_MD go_VB forever_RB upward_RB ._.
","And_CC so_RB ,_, my_PRP$ fellow_JJ Americans_NNPS ,_, as_IN we_PRP stand_VBP at_IN the_DT edge_NN of_IN the_DT 21st_JJ century_NN ,_, let_VB us_PRP begin_VB anew_RB with_IN energy_NN and_CC hope_NN ,_, with_IN faith_NN and_CC discipline_NN ._.",F
"And_CC so_RB ,_, my_PRP$ fellow_JJ Americans_NNPS ,_, as_IN we_PRP stand_VBP at_IN the_DT edge_NN of_IN the_DT 21st_JJ century_NN ,_, let_VB us_PRP begin_VB anew_RB with_IN energy_NN and_CC hope_NN ,_, with_IN faith_NN and_CC discipline_NN ._.","And_CC let_VB us_PRP work_VB until_IN our_PRP$ work_NN is_VBZ done_VBN ._.
",T
"And_CC let_VB us_PRP work_VB until_IN our_PRP$ work_NN is_VBZ done_VBN ._.
","The_DT Scripture_NNP says_VBZ ,_, ``_`` And_CC let_VB us_PRP not_RB be_VB weary_JJ in_IN well_RB doing_VBG :_:
",F
"The_DT Scripture_NNP says_VBZ ,_, ``_`` And_CC let_VB us_PRP not_RB be_VB weary_JJ in_IN well_RB doing_VBG :_:
"," for_IN in_IN due_JJ season_NN we_PRP shall_MD reap_VB ,_, if_IN we_PRP faint_VBP not_RB ._.
",F
" for_IN in_IN due_JJ season_NN we_PRP shall_MD reap_VB ,_, if_IN we_PRP faint_VBP not_RB ._.
","''_'' From_IN this_DT joyful_JJ mountaintop_NN of_IN celebration_NN we_PRP hear_VBP a_DT call_NN to_TO service_NN in_IN the_DT valley_NN ._.
",F
"''_'' From_IN this_DT joyful_JJ mountaintop_NN of_IN celebration_NN we_PRP hear_VBP a_DT call_NN to_TO service_NN in_IN the_DT valley_NN ._.
","We_PRP have_VBP heard_VBN the_DT trumpets_VBZ ._.
",F
"We_PRP have_VBP heard_VBN the_DT trumpets_VBZ ._.
","We_PRP have_VBP changed_VBN the_DT guard_NN ._.
",T
"We_PRP have_VBP changed_VBN the_DT guard_NN ._.
","And_CC now_RB ,_, each_DT in_IN our_PRP$ own_JJ way_NN and_CC with_IN God_NNP 's_POS help_NN ,_, we_PRP must_MD answer_VB the_DT call_NN ._.
",F
"And_CC now_RB ,_, each_DT in_IN our_PRP$ own_JJ way_NN and_CC with_IN God_NNP 's_POS help_NN ,_, we_PRP must_MD answer_VB the_DT call_NN ._.
","Thank_VB you_PRP ,_, and_CC God_NNP bless_VBP you_PRP all_DT ._.
",F
